,dex_id,name,spe,spd,spa,dfn,atk,hp,type_1,type_2,move_list,gen
79,80,slowbro,30,80,100,110,75,95,psychic,water,"['mega-punch', 'pay-day', 'ice-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'secret-power', 'dive', 'slack-off', 'signal-beam', 'aerial-ace', 'iron-defense', 'block', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'confide']",1.0
80,81,magnemite,45,55,95,70,35,25,steel,electric,"['tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'mirror-shot', 'flash-cannon', 'discharge', 'magnet-bomb', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide']",1.0
81,82,magneton,70,70,120,95,60,50,steel,electric,"['tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'giga-impact', 'mirror-shot', 'flash-cannon', 'discharge', 'magnet-bomb', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'electric-terrain']",1.0
82,83,farfetchd,60,62,58,55,90,52,flying,normal,"['razor-wind', 'swords-dance', 'cut', 'gust', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'knock-off', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'covet', 'leaf-blade', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'u-turn', 'trump-card', 'last-resort', 'poison-jab', 'night-slash', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'simple-beam', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'work-up', 'confide', 'first-impression', 'brutal-swing']",1.0
83,84,doduo,75,35,35,45,85,35,flying,normal,"['swords-dance', 'whirlwind', 'fly', 'jump-kick', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'assurance', 'brave-bird', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide']",1.0
84,85,dodrio,110,60,60,70,110,60,flying,normal,"['swords-dance', 'whirlwind', 'fly', 'jump-kick', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'payback', 'giga-impact', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide']",1.0
85,86,seel,45,70,45,55,45,65,water,,"['pay-day', 'slam', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'peck', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'lick', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'perish-song', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'icicle-spear', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'ice-shard', 'captivate', 'aqua-jet', 'entrainment', 'round', 'echoed-voice', 'drill-run', 'belch', 'confide', 'smart-strike']",1.0
86,87,dewgong,70,95,70,80,70,90,ice,water,"['pay-day', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'sheer-cold', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'aqua-jet', 'round', 'echoed-voice', 'frost-breath', 'drill-run', 'confide', 'smart-strike']",1.0
87,88,grimer,25,50,40,50,80,80,poison,,"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'body-slam', 'disable', 'flamethrower', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'haze', 'bide', 'self-destruct', 'lick', 'sludge', 'fire-blast', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'torment', 'memento', 'facade', 'taunt', 'imprison', 'secret-power', 'rock-tomb', 'shadow-punch', 'shock-wave', 'natural-gift', 'payback', 'fling', 'poison-jab', 'shadow-sneak', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'incinerate', 'belch', 'confide', 'infestation', 'power-up-punch']",1.0
88,89,muk,50,100,65,75,105,105,poison,,"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'body-slam', 'disable', 'flamethrower', 'hyper-beam', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'bide', 'self-destruct', 'sludge', 'fire-blast', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'focus-punch', 'taunt', 'brick-break', 'secret-power', 'rock-tomb', 'block', 'shock-wave', 'natural-gift', 'payback', 'fling', 'poison-jab', 'dark-pulse', 'focus-blast', 'giga-impact', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'round', 'incinerate', 'belch', 'confide', 'venom-drench', 'infestation', 'power-up-punch']",1.0
89,90,shellder,40,25,45,100,65,30,water,,"['tackle', 'take-down', 'double-edge', 'twineedle', 'leer', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'withdraw', 'barrier', 'reflect', 'bide', 'self-destruct', 'clamp', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'icicle-spear', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'aqua-ring', 'avalanche', 'ice-shard', 'captivate', 'round', 'shell-smash', 'razor-shell', 'confide']",1.0
90,91,cloyster,70,45,85,180,95,50,ice,water,"['take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'toxic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'reflect', 'bide', 'self-destruct', 'clamp', 'swift', 'spike-cannon', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'torment', 'facade', 'secret-power', 'dive', 'signal-beam', 'iron-defense', 'water-pulse', 'brine', 'natural-gift', 'payback', 'toxic-spikes', 'poison-jab', 'giga-impact', 'avalanche', 'captivate', 'round', 'shell-smash', 'frost-breath', 'icicle-crash', 'confide', 'smart-strike']",1.0
91,92,gastly,80,35,100,30,35,30,poison,ghost,"['fire-punch', 'ice-punch', 'thunder-punch', 'disable', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'self-destruct', 'lick', 'smog', 'dream-eater', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'grudge', 'snatch', 'secret-power', 'astonish', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'energy-ball', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'foul-play', 'round', 'clear-smog', 'hex', 'reflect-type', 'confide', 'dazzling-gleam', 'infestation']",1.0
92,93,haunter,95,55,115,45,50,45,poison,ghost,"['fire-punch', 'ice-punch', 'thunder-punch', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'bide', 'self-destruct', 'lick', 'dream-eater', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'energy-ball', 'shadow-claw', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'foul-play', 'round', 'hex', 'confide', 'dazzling-gleam', 'infestation']",1.0
93,94,gengar,110,75,130,60,65,60,poison,ghost,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'bide', 'metronome', 'self-destruct', 'lick', 'skull-bash', 'dream-eater', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'foul-play', 'round', 'hex', 'confide', 'dazzling-gleam', 'infestation', 'power-up-punch']",1.0
94,95,onix,70,45,30,160,45,35,ground,rock,"['bind', 'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'bide', 'self-destruct', 'skull-bash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'torment', 'facade', 'nature-power', 'taunt', 'secret-power', 'mud-sport', 'rock-tomb', 'sand-tomb', 'block', 'rock-blast', 'gyro-ball', 'natural-gift', 'payback', 'rock-polish', 'dragon-pulse', 'earth-power', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'bulldoze', 'dragon-tail', 'rototiller', 'confide', 'brutal-swing']",1.0
95,96,drowzee,42,90,43,45,48,60,psychic,,"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'poison-gas', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'assist', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'wake-up-slap', 'natural-gift', 'fling', 'guard-swap', 'drain-punch', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'power-split', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'low-sweep', 'foul-play', 'round', 'confide', 'dazzling-gleam', 'power-up-punch', 'psychic-terrain']",1.0
96,97,hypno,67,115,73,70,73,85,psychic,,"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'poison-gas', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'wake-up-slap', 'natural-gift', 'fling', 'drain-punch', 'focus-blast', 'switcheroo', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'low-sweep', 'foul-play', 'round', 'confide', 'dazzling-gleam', 'power-up-punch']",1.0
97,98,krabby,50,25,25,90,105,30,water,,"['vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'strength', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'haze', 'bide', 'amnesia', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'tickle', 'iron-defense', 'mud-shot', 'water-pulse', 'brine', 'natural-gift', 'fling', 'x-scissor', 'captivate', 'hone-claws', 'round', 'chip-away', 'ally-switch', 'scald', 'confide']",1.0
98,99,kingler,75,50,50,115,130,55,water,,"['vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'bide', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'iron-defense', 'mud-shot', 'water-pulse', 'brine', 'natural-gift', 'fling', 'x-scissor', 'giga-impact', 'captivate', 'hone-claws', 'wide-guard', 'round', 'scald', 'quash', 'confide']",1.0
99,100,voltorb,100,55,55,50,30,40,electric,,"['headbutt', 'tackle', 'take-down', 'sonic-boom', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'torment', 'facade', 'charge', 'taunt', 'magic-coat', 'secret-power', 'signal-beam', 'shock-wave', 'gyro-ball', 'natural-gift', 'sucker-punch', 'magnet-rise', 'discharge', 'charge-beam', 'electro-ball', 'foul-play', 'round', 'volt-switch', 'wild-charge', 'confide', 'eerie-impulse']",1.0
100,101,electrode,150,80,80,70,50,60,electric,,"['headbutt', 'tackle', 'take-down', 'sonic-boom', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'skull-bash', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'torment', 'facade', 'charge', 'taunt', 'magic-coat', 'secret-power', 'signal-beam', 'shock-wave', 'gyro-ball', 'natural-gift', 'sucker-punch', 'magnet-rise', 'giga-impact', 'discharge', 'charge-beam', 'electro-ball', 'foul-play', 'round', 'volt-switch', 'wild-charge', 'confide', 'eerie-impulse', 'magnetic-flux']",1.0
101,102,exeggcute,40,45,60,80,40,60,psychic,grass,"['swords-dance', 'take-down', 'double-edge', 'strength', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'egg-bomb', 'dream-eater', 'barrage', 'flash', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'uproar', 'facade', 'nature-power', 'ingrain', 'skill-swap', 'secret-power', 'extrasensory', 'bullet-seed', 'block', 'gravity', 'natural-gift', 'lucky-chant', 'power-swap', 'worry-seed', 'seed-bomb', 'energy-ball', 'trick-room', 'leaf-storm', 'captivate', 'grass-knot', 'telekinesis', 'round', 'bestow', 'grassy-terrain', 'confide', 'infestation']",1.0
102,103,exeggutor,55,75,125,85,95,95,psychic,grass,"['swords-dance', 'stomp', 'headbutt', 'take-down', 'double-edge', 'hyper-beam', 'low-kick', 'strength', 'mega-drain', 'solar-beam', 'toxic', 'confusion', 'psychic', 'hypnosis', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'egg-bomb', 'dream-eater', 'barrage', 'flash', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'facade', 'nature-power', 'skill-swap', 'secret-power', 'bullet-seed', 'block', 'gravity', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'zen-headbutt', 'trick-room', 'leaf-storm', 'captivate', 'grass-knot', 'wood-hammer', 'psyshock', 'telekinesis', 'round', 'confide', 'infestation']",1.0
103,104,cubone,35,50,40,95,50,50,ground,,"['mega-punch', 'fire-punch', 'thunder-punch', 'swords-dance', 'double-kick', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'leer', 'growl', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'focus-energy', 'bide', 'bone-club', 'fire-blast', 'skull-bash', 'bonemerang', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'perish-song', 'icy-wind', 'detect', 'bone-rush', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'natural-gift', 'fling', 'earth-power', 'rock-climb', 'iron-head', 'captivate', 'stealth-rock', 'smack-down', 'round', 'echoed-voice', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum']",1.0
